congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
113,House,21147,46,1,MS,200,0,1,"NUNNELEE, Alan",N000186,1958,2015.0,0.488,0.574,-65.56397,0.919,776,26,,0.468,0.477
113,House,21148,46,4,MS,200,0,1,"PALAZZO, Steven",P000601,1970,,0.492,0.514,-117.97141,0.8847,963,54,,0.601,0.437
113,House,29368,46,2,MS,100,0,1,"THOMPSON, Bennie",T000193,1948,,-0.515,0.403,-157.03818,0.85249,984,85,,-0.494,0.287
113,House,20124,34,6,MO,200,0,1,"GRAVES, Samuel",G000546,1963,,0.433,0.153,-144.71841,0.86114,968,69,,0.46,0.304
113,House,20147,34,1,MO,100,0,1,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.075,-136.47743,0.8667,954,56,,-0.419,-0.074
113,House,20517,34,5,MO,100,0,1,"CLEAVER, Emanuel, II",C001061,1944,,-0.452,0.008,-122.37703,0.87456,913,48,,-0.414,0.028
113,House,20926,34,3,MO,200,0,1,"LUETKEMEYER, Blaine",L000569,1952,,0.445,0.237,-104.9772,0.90193,1017,36,,0.423,0.274
113,House,21149,34,4,MO,200,0,1,"HARTZLER, Vicky",H001053,1960,,0.496,0.379,-99.29542,0.90251,968,45,,0.459,0.635
113,House,21150,34,7,MO,200,0,1,"LONG, Billy",L000576,1955,,0.56,0.314,-99.92211,0.90677,1021,33,,0.559,0.413
113,House,21337,34,2,MO,200,0,1,"WAGNER, Ann",W000812,1962,,0.469,0.206,-89.48789,0.91407,996,30,,0.463,0.19
113,House,21373,34,8,MO,200,2,2,"SMITH, Jason",S001195,1980,,0.61,0.191,-80.86539,0.91085,866,41,,0.595,0.214
113,House,29736,34,8,MO,200,1,1,"EMERSON, Jo Ann",E000172,1950,,0.269,0.274,,,,,,0.324,0.347
113,House,21338,64,1,MT,200,0,1,"DAINES, Steve",D000618,1962,,0.542,-0.09,-134.60672,0.87546,1012,57,,0.485,-0.107
113,House,20518,35,1,NE,200,0,1,"FORTENBERRY, Jeff",F000449,1960,,0.3,-0.067,-152.17564,0.85752,990,60,,0.262,0.126
113,House,20729,35,3,NE,200,0,1,"SMITH, Adrian",S001172,1970,,0.509,0.181,-90.83325,0.91407,1011,31,,0.492,0.39
113,House,29921,35,2,NE,200,0,1,"TERRY, Lee Raymond",T000459,1962,,0.426,-0.067,-181.53878,0.836,1015,94,,0.4,-0.051
113,House,20927,65,1,NV,100,0,1,"TITUS, Alice (Dina)",T000468,1950,,-0.298,-0.207,-146.7425,0.86539,1015,55,,-0.336,-0.115
113,House,21151,65,3,NV,200,0,1,"HECK, Joe",H001055,1961,,0.324,0.014,-243.48633,0.786,1013,114,,0.325,-0.156
113,House,21196,65,2,NV,200,0,1,"AMODEI, Mark E.",A000369,1958,,0.378,0.182,-142.31058,0.85965,941,54,,0.397,0.1
113,House,21339,65,4,NV,100,0,1,"HORSFORD, Steven",H001066,1973,,-0.355,0.073,-122.07296,0.869,871,50,,-0.348,0.043
113,House,20731,4,1,NH,100,0,1,"SHEA-PORTER, Carol",S001170,1952,,-0.316,-0.116,-145.75153,0.86284,988,58,,-0.303,-0.146
113,House,21340,4,2,NH,100,0,1,"KUSTER, Ann McLane",K000382,1956,,-0.256,-0.14,-149.72383,0.8626,1013,63,,-0.261,-0.138
113,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.16,-0.174,-212.43715,0.80827,998,71,,0.252,-0.213
113,House,15454,12,6,NJ,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.402,-0.16,-113.48228,0.88684,945,67,,-0.567,-0.262
113,House,20336,12,5,NJ,200,0,1,"GARRETT, Scott",G000548,1959,,0.688,-0.243,-168.38179,0.847,1012,72,,0.671,-0.306
113,House,20542,12,8,NJ,100,0,1,"SIRES, Albio",S001165,1951,,-0.401,0.089,-131.04817,0.8719,956,63,,-0.434,0.037
113,House,20929,12,7,NJ,200,0,1,"LANCE, Leonard",L000567,1952,,0.334,-0.229,-219.73299,0.80637,1021,112,,0.375,-0.287
113,House,21153,12,3,NJ,200,0,1,"RUNYAN, Jon",R000594,1973,,0.222,0.089,-160.80751,0.846,963,61,,0.214,0.014
113,House,21536,12,1,NJ,100,2,2,"NORCROSS, Donald",N000188,1958,,-0.418,0.331,-3.64647,0.8983,34,2,,-0.535,0.83
113,House,29132,12,1,NJ,100,1,1,"ANDREWS, Robert Ernest",A000210,1957,,-0.297,-0.119,-133.82281,0.793,576,68,,-0.413,0.093
113,House,29539,12,2,NJ,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.228,-248.15633,0.78367,1018,116,,0.22,-0.215
113,House,29541,12,11,NJ,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.29,-0.271,-183.25694,0.83422,1011,64,,0.258,0.073
113,House,29741,12,9,NJ,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,,-0.366,0.006,-112.21912,0.89385,1000,41,,-0.401,-0.102
113,House,29923,12,12,NJ,100,0,1,"HOLT, Rush",H001032,1948,,-0.463,-0.33,-91.06856,0.902,883,36,,-0.573,-0.633
113,House,31103,12,10,NJ,100,0,1,"PAYNE, Donald, Jr.",P000604,1958,,-0.515,-0.123,-111.59266,0.8936,992,49,,-0.484,-0.231
113,House,20337,66,2,NM,200,0,1,"PEARCE, Stevan",P000588,1947,,0.47,0.067,-171.16263,0.8434,1005,90,,0.441,0.18
113,House,20932,66,3,NM,100,0,1,"LUJÁN, Ben Ray",L000570,1972,,-0.369,0.028,-162.26509,0.85172,1011,63,,-0.382,0.064
113,House,21341,66,1,NM,100,0,1,"LUJAN GRISHAM, Michelle",L000580,1959,,-0.32,0.059,-178.17623,0.83483,987,74,,-0.321,0.087
113,House,13035,13,13,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-127.33971,0.86,845,43,,-0.413,-0.21
113,House,15444,13,25,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,,-0.465,-0.104,-154.59798,0.84685,930,78,,-0.455,-0.126
113,House,15603,13,16,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.084,-124.13885,0.88159,985,53,,-0.404,0.014
113,House,15612,13,17,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,,-0.388,-0.159,-127.16759,0.88213,1014,55,,-0.375,-0.0
113,House,20129,13,3,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-157.31762,0.855,1006,85,,-0.382,0.079
113,House,20338,13,1,NY,100,0,1,"BISHOP, Timothy H.",B001242,1950,,-0.338,-0.05,-167.87917,0.848,1017,87,,-0.339,0.015
113,House,20519,13,26,NY,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.344,-0.031,-118.19043,0.88573,974,44,,-0.384,-0.128
113,House,20733,13,9,NY,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.611,-0.216,-108.52579,0.89537,982,59,,-0.598,-0.136
113,House,20934,13,20,NY,100,0,1,"TONKO, Paul",T000469,1949,,-0.426,-0.257,-111.61866,0.89625,1019,35,,-0.426,-0.263
113,House,20935,13,24,NY,100,0,1,"MAFFEI, Daniel B.",M001171,1968,,-0.19,-0.062,-379.379,0.689,1017,195,,-0.148,-0.176
113,House,20957,13,21,NY,100,0,1,"OWENS, William",O000169,1949,,-0.182,0.409,-329.16526,0.714,976,142,,-0.157,0.278
113,House,21101,13,23,NY,200,0,1,"REED, Thomas W. II",R000585,1971,,0.298,0.087,-177.83176,0.83436,982,84,,0.26,0.141
113,House,21154,13,11,NY,200,0,1,"GRIMM, Michael G.",G000569,1970,,0.219,0.136,-188.92828,0.821,956,71,,0.198,0.109
113,House,21156,13,19,NY,200,0,1,"GIBSON, Christopher",G000564,1964,,0.203,-0.455,-422.41261,0.658,1011,225,,0.186,-0.572
113,House,21157,13,22,NY,200,0,1,"HANNA, Richard",H001051,1951,,0.215,-0.145,-239.02447,0.777,947,109,,0.238,-0.194
113,House,21342,13,6,NY,100,0,1,"MENG, Grace",M001188,1975,,-0.385,-0.145,-122.38638,0.8826,980,50,,-0.381,-0.133
113,House,21343,13,8,NY,100,0,1,"JEFFRIES, Hakeem",J000294,1970,,-0.479,-0.099,-109.68308,0.89562,995,57,,-0.488,-0.077
113,House,21344,13,18,NY,100,0,1,"MALONEY, Sean Patrick",M001185,1966,,-0.233,0.098,-253.03144,0.77916,1014,130,,-0.197,0.07
113,House,21345,13,27,NY,200,0,1,"COLLINS, Chris",C001092,1950,,0.366,0.229,-108.54356,0.89694,998,48,,0.383,0.168
113,House,29134,13,15,NY,100,0,1,"SERRANO, José E.",S000248,1943,,-0.49,-0.388,-81.56054,0.92168,1000,28,,-0.515,-0.43
113,House,29375,13,2,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.26,-0.033,-192.74941,0.82564,1006,77,,0.201,0.087
113,House,29377,13,10,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.509,-0.509,-83.31251,0.91968,995,30,,-0.515,-0.422
113,House,29378,13,7,NY,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.546,-0.346,-108.49008,0.8948,976,55,,-0.575,-0.253
113,House,29379,13,12,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.386,-0.283,-126.73379,0.87904,983,64,,-0.368,-0.184
113,House,29744,13,4,NY,100,0,1,"McCARTHY, Carolyn",M000309,1944,,-0.294,-0.04,-72.89409,0.841,420,27,,-0.313,0.145
113,House,29776,13,5,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.414,-0.073,-127.60554,0.87577,962,53,,-0.435,0.021
113,House,29925,13,14,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.41,-0.07,-125.59613,0.88119,993,69,,-0.471,-0.025
113,House,15092,47,6,NC,200,0,1,"COBLE, Howard",C000556,1931,2015.0,0.52,-0.081,-100.27951,0.891,868,34,,0.484,0.11
113,House,15438,47,4,NC,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.341,-0.029,-127.47583,0.88241,1019,47,,-0.412,0.011
113,House,20340,47,1,NC,100,0,1,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.194,-143.49755,0.86519,991,57,,-0.422,0.237
113,House,20521,47,5,NC,200,0,1,"FOXX, Virginia Ann",F000450,1943,,0.641,0.149,-143.51023,0.86863,1019,81,,0.666,0.182
113,House,20522,47,10,NC,200,0,1,"McHENRY, Patrick T.",M001156,1975,,0.582,0.115,-97.99468,0.90594,992,31,,0.551,0.108
113,House,21159,47,2,NC,200,0,1,"ELLMERS, Renee",E000291,1964,,0.406,0.338,-116.3935,0.892,1015,41,,0.379,0.282
113,House,21346,47,8,NC,200,0,1,"HUDSON, Richard",H001067,1971,,0.675,0.185,-131.16875,0.87776,1006,74,,0.699,0.269
113,House,21347,47,9,NC,200,0,1,"PITTENGER, Robert",P000606,1948,,0.563,0.316,-111.123,0.89342,986,58,,0.582,0.307
113,House,21348,47,11,NC,200,0,1,"MEADOWS, Mark",M001187,1959,,0.626,-0.175,-125.01021,0.88347,1009,50,,0.622,-0.108
113,House,21349,47,13,NC,200,0,1,"HOLDING, George E.B.",H001065,1968,,0.657,0.147,-109.32183,0.8976,1012,56,,0.668,0.193
113,House,21545,47,12,NC,100,2,2,"ADAMS, Alma",A000370,1946,,-0.475,0.023,-2.61847,0.92372,33,1,,-0.442,0.128
113,House,29383,47,12,NC,100,1,1,"WATT, Melvin L.",W000207,1945,,-0.526,-0.155,-76.80809,0.862,518,37,,-0.451,-0.142
113,House,29546,47,3,NC,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,,0.24,-0.331,-947.54169,0.36533,941,333,,0.31,-0.951
113,House,29746,47,7,NC,100,0,1,"McINTYRE, Mike",M000485,1956,,-0.148,0.56,-389.42024,0.671,977,185,,-0.084,0.299
113,House,21350,36,1,ND,200,0,1,"CRAMER, Kevin",C001096,1961,,0.386,0.32,-107.8428,0.89498,972,46,,0.35,0.356
113,House,15029,24,9,OH,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.112,-181.86527,0.83187,988,63,,-0.403,0.128
113,House,20130,24,12,OH,200,0,1,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-154.31114,0.85753,1004,82,,0.406,0.012
113,House,20342,24,10,OH,200,0,1,"TURNER, Michael R.",T000463,1960,,0.267,0.18,-138.08314,0.87316,1018,65,,0.253,0.421
113,House,20343,24,13,OH,100,0,1,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-201.2093,0.81162,964,99,,-0.384,0.168
113,House,20738,24,4,OH,200,0,1,"JORDAN, Jim",J000289,1964,,0.706,-0.198,-138.38347,0.87266,1016,76,,0.747,-0.166
113,House,20755,24,5,OH,200,0,1,"LATTA, Robert E.",L000566,1956,,0.519,0.256,-85.77498,0.91927,1019,32,,0.522,0.279
113,House,20941,24,11,OH,100,0,1,"FUDGE, Marcia L.",F000455,1952,,-0.587,0.121,-134.42969,0.87133,976,62,,-0.571,0.154
113,House,21162,24,6,OH,200,0,1,"JOHNSON, Bill",J000292,1954,,0.428,0.258,-138.28288,0.87322,1020,76,,0.464,0.249
113,House,21163,24,15,OH,200,0,1,"STIVERS, Steve",S001187,1965,,0.299,0.26,-154.20623,0.85616,993,78,,0.331,0.21
113,House,21164,24,16,OH,200,0,1,"RENACCI, Jim",R000586,1958,,0.385,0.14,-145.07023,0.8673,1019,87,,0.345,0.343
113,House,21165,24,7,OH,200,0,1,"GIBBS, Bob",G000563,1954,,0.459,0.279,-102.32617,0.90401,1014,44,,0.427,0.191
113,House,21351,24,2,OH,200,0,1,"WENSTRUP, Brad",W000815,1958,,0.577,0.175,-107.30769,0.89911,1009,46,,0.557,0.238
113,House,21352,24,3,OH,100,0,1,"BEATTY, Joyce",B001281,1950,,-0.43,0.076,-103.69051,0.90225,1008,35,,-0.446,0.047
113,House,21353,24,14,OH,200,0,1,"JOYCE, David",J000295,1957,,0.256,0.264,-156.82988,0.85552,1005,74,,0.246,0.23
113,House,29137,24,8,OH,200,0,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,-6.4221,0.781,26,2,,0.231,0.703
113,House,29550,24,1,OH,200,0,1,"CHABOT, Steve",C000266,1953,,0.584,-0.256,-111.71911,0.89626,1020,39,,0.645,0.076
113,House,20344,53,4,OK,200,0,1,"COLE, Tom",C001053,1949,,0.335,0.366,-102.62307,0.90068,981,41,,0.287,0.404
113,House,21166,53,5,OK,200,0,1,"LANKFORD, James",L000575,1968,,0.57,0.165,-111.63518,0.88608,923,42,,0.593,0.246
113,House,21354,53,1,OK,200,0,1,"BRIDENSTINE, Jim",B001283,1975,,0.69,-0.157,-166.6162,0.84875,1016,65,,0.746,-0.171
113,House,21355,53,2,OK,200,0,1,"MULLIN, Markwayne",M001190,1977,,0.503,0.512,-120.9629,0.88585,998,45,,0.523,0.423
113,House,29393,53,3,OK,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.363,0.408,-106.51742,0.89981,1009,44,,0.322,0.539
113,House,15410,72,4,OR,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.429,0.014,-208.51352,0.81162,999,105,,-0.354,-0.309
113,House,20944,72,5,OR,100,0,1,"SCHRADER, Kurt",S001180,1951,,-0.19,0.048,-418.06983,0.65996,1006,191,,-0.188,0.032
113,House,21198,72,1,OR,100,0,1,"BONAMICI, Suzanne",B001278,1954,,-0.395,-0.381,-89.46049,0.91595,1019,32,,-0.392,-0.347
113,House,29588,72,3,OR,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.428,-0.665,-113.77851,0.889,967,43,,-0.432,-0.552
113,House,29932,72,2,OR,200,0,1,"WALDEN, Greg",W000791,1957,,0.339,-0.037,-126.61422,0.88207,1009,59,,0.344,0.121
113,House,20134,14,9,PA,200,0,1,"SHUSTER, William (Bill)",S001154,1961,,0.375,0.324,-126.09763,0.87892,977,57,,0.39,0.122
113,House,20345,14,6,PA,200,0,1,"GERLACH, Jim",G000549,1955,,0.221,-0.107,-175.44856,0.84,1004,69,,0.233,0.205
113,House,20346,14,18,PA,200,0,1,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-148.88719,0.86256,1007,60,,0.367,0.19
113,House,20524,14,8,PA,200,0,1,"FITZPATRICK, Michael G.",F000451,1963,,0.202,-0.186,-273.85196,0.76,999,124,,0.196,-0.169
113,House,20525,14,13,PA,100,0,1,"SCHWARTZ, Allyson Y.",S001162,1948,,-0.343,-0.008,-105.45561,0.884,859,38,,-0.386,0.035
113,House,20526,14,15,PA,200,0,1,"DENT, Charles W.",D000604,1960,,0.243,-0.087,-178.94706,0.83851,1016,74,,0.242,0.097
113,House,20946,14,5,PA,200,0,1,"THOMPSON, Glenn",T000467,1959,,0.307,0.368,-145.1345,0.86553,1005,62,,0.276,0.394
113,House,21167,14,3,PA,200,0,1,"KELLY, Mike",K000376,1948,,0.318,0.504,-87.85725,0.91732,1018,34,,0.338,0.521
113,House,21168,14,7,PA,200,0,1,"MEEHAN, Patrick",M001181,1955,,0.221,0.072,-161.29307,0.85307,1015,63,,0.243,0.152
113,House,21170,14,10,PA,200,0,1,"MARINO, Thomas A.",M001179,1952,,0.351,0.488,-113.52793,0.89418,1015,44,,0.333,0.355
113,House,21171,14,11,PA,200,0,1,"BARLETTA, Lou",B001269,1956,,0.275,0.39,-96.8759,0.9074,997,38,,0.272,0.338
113,House,21356,14,4,PA,200,0,1,"PERRY, Scott",P000605,1962,,0.661,-0.359,-160.3588,0.85399,1016,72,,0.601,-0.072
113,House,21357,14,12,PA,200,0,1,"ROTHFUS, Keith",R000598,1962,,0.491,0.118,-117.54713,0.89115,1020,48,,0.464,0.171
113,House,21358,14,17,PA,100,0,1,"CARTWRIGHT, Matt",C001090,1961,,-0.38,-0.038,-137.62782,0.87308,1014,55,,-0.434,0.001
113,House,29559,14,2,PA,100,0,1,"FATTAH, Chaka",F000043,1956,,-0.472,-0.054,-118.81114,0.886,978,50,,-0.443,-0.022
113,House,29561,14,14,PA,100,0,1,"DOYLE, Michael F.",D000482,1953,,-0.328,0.125,-184.31657,0.82711,971,77,,-0.435,-0.084
113,House,29752,14,16,PA,200,0,1,"PITTS, Joseph R.",P000373,1939,,0.538,0.012,-121.47557,0.886,1003,53,,0.548,-0.062
113,House,29777,14,1,PA,100,0,1,"BRADY, Robert A.",B001227,1945,,-0.484,0.224,-126.98373,0.88186,1010,65,,-0.495,0.123
113,House,20136,5,2,RI,100,0,1,"LANGEVIN, James",L000559,1964,,-0.375,0.106,-128.27939,0.87983,1002,65,,-0.39,0.084
113,House,21172,5,1,RI,100,0,1,"CICILLINE, David N.",C001084,1961,,-0.391,-0.281,-86.14169,0.91707,995,32,,-0.407,-0.323
113,House,20138,48,2,SC,200,0,1,"WILSON, Addison Graves (Joe)",W000795,1947,,0.547,0.092,-98.57414,0.9055,993,42,,0.573,0.396
113,House,21174,48,3,SC,200,0,1,"DUNCAN, Jeff",D000615,1966,,0.737,-0.218,-130.67638,0.87975,1020,59,,0.815,-0.21
113,House,21175,48,4,SC,200,0,1,"GOWDY, Trey",G000566,1964,,0.663,-0.018,-107.95994,0.89843,1008,45,,0.669,-0.138
113,House,21176,48,5,SC,200,0,1,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-148.33524,0.8598,982,81,,0.719,-0.514
113,House,21359,48,7,SC,200,0,1,"RICE, Tom",R000597,1957,,0.575,-0.267,-142.70901,0.86713,1001,56,,0.617,-0.232
113,House,29565,48,1,SC,200,1,1,"SANFORD, Mark",S000051,1960,,0.697,-0.717,-204.60633,0.79685,901,113,,0.686,-0.727
113,House,39301,48,6,SC,100,0,1,"CLYBURN, James Enos",C000537,1940,,-0.465,0.26,-141.28963,0.86445,970,68,,-0.439,0.259
113,House,21177,37,1,SD,200,0,1,"NOEM, Kristi",N000184,1971,,0.396,0.33,-100.80539,0.90158,973,45,,0.377,0.425
113,House,15019,54,5,TN,100,0,1,"COOPER, James Hayes Shofner",C000754,1954,,-0.161,-0.037,-399.66102,0.67215,1006,160,,-0.216,-0.039
113,House,15455,54,2,TN,200,0,1,"DUNCAN, John J., Jr.",D000533,1947,,0.6,-0.457,-366.2276,0.69686,1014,133,,0.644,-0.765
113,House,20351,54,7,TN,200,0,1,"BLACKBURN, Marsha",B001243,1952,,0.616,0.127,-93.45983,0.91137,1007,32,,0.59,0.371
113,House,20748,54,9,TN,100,0,1,"COHEN, Stephen",C001068,1949,,-0.403,-0.364,-133.60629,0.87517,1002,59,,-0.436,-0.309
113,House,20947,54,1,TN,200,0,1,"ROE, David P. (Phil)",R000582,1945,,0.494,-0.01,-117.43608,0.89064,1014,58,,0.493,0.057
113,House,21178,54,3,TN,200,0,1,"FLEISCHMANN, Chuck",F000459,1962,,0.473,0.308,-104.43167,0.90223,1015,44,,0.488,0.162
113,House,21179,54,4,TN,200,0,1,"DESJARLAIS, Scott",D000616,1964,,0.594,-0.116,-124.62337,0.86988,894,45,,0.637,-0.22
113,House,21180,54,6,TN,200,0,1,"BLACK, Diane",B001273,1951,,0.581,0.223,-87.16205,0.91708,1007,27,,0.557,0.195
113,House,21181,54,8,TN,200,0,1,"FINCHER, Stephen Lee",F000458,1973,,0.526,0.181,-118.39695,0.886,978,48,,0.553,0.174
113,House,15085,49,6,TX,200,0,1,"BARTON, Joe Linus",B000213,1949,,0.528,0.047,-165.90966,0.84129,960,63,,0.542,0.031
113,House,15445,49,21,TX,200,0,1,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.06,-106.31795,0.89933,1002,38,,0.502,0.307
113,House,20139,49,7,TX,200,0,1,"CULBERSON, John",C001048,1956,,0.503,0.374,-129.9389,0.87204,949,62,,0.395,0.33
113,House,20352,49,5,TX,200,0,1,"HENSARLING, Jeb",H001036,1957,,0.703,0.041,-99.5884,0.90628,1012,34,,0.652,0.214
113,House,20353,49,19,TX,200,0,1,"NEUGEBAUER, Randy",N000182,1949,,0.628,0.322,-94.81613,0.911,1016,36,,0.677,0.247
113,House,20355,49,26,TX,200,0,1,"BURGESS, Michael C.",B001248,1950,,0.57,-0.223,-187.70784,0.82932,1003,100,,0.683,-0.446
113,House,20356,49,31,TX,200,0,1,"CARTER, John R.",C001051,1941,,0.467,0.604,-113.76423,0.89082,984,50,,0.435,0.646
113,House,20527,49,1,TX,200,0,1,"GOHMERT, Louie",G000552,1953,,0.598,-0.25,-216.57517,0.79363,937,93,,0.776,-0.63
113,House,20528,49,2,TX,200,0,1,"POE, Ted",P000592,1948,,0.593,-0.031,-218.85524,0.79876,974,114,,0.653,-0.245
113,House,20529,49,9,TX,100,0,1,"GREEN, Al",G000553,1947,,-0.434,0.32,-146.88483,0.85813,960,69,,-0.433,0.298
113,House,20530,49,10,TX,200,0,1,"McCAUL, Michael T.",M001157,1962,,0.45,0.083,-99.06045,0.90631,1007,26,,0.507,0.247
113,House,20531,49,11,TX,200,0,1,"CONAWAY, K. Michael",C001062,1948,,0.591,0.354,-115.52162,0.89172,1008,56,,0.621,0.687
113,House,20532,49,24,TX,200,0,1,"MARCHANT, Kenny",M001158,1951,,0.602,0.161,-143.91768,0.8647,990,72,,0.73,0.132
113,House,20533,49,28,TX,100,0,1,"CUELLAR, Henry",C001063,1955,,-0.226,0.627,-282.36278,0.75777,1018,123,,-0.23,0.571
113,House,20948,49,22,TX,200,0,1,"OLSON, Pete",O000168,1962,,0.54,0.311,-88.57446,0.91523,1000,31,,0.567,0.345
113,House,21182,49,17,TX,200,0,1,"FLORES, Bill",F000461,1954,,0.606,0.331,-114.32395,0.89207,1001,58,,0.608,0.313
113,House,21184,49,27,TX,200,0,1,"FARENTHOLD, Blake",F000460,1961,,0.547,0.018,-137.8414,0.87336,1018,62,,0.509,0.091
113,House,21360,49,14,TX,200,0,1,"WEBER, Randy",W000814,1953,,0.715,0.056,-141.37602,0.86998,1015,67,,0.786,0.338
113,House,21361,49,16,TX,100,0,1,"O'ROURKE, Beto",O000170,1972,,-0.313,-0.335,-160.30278,0.85417,1017,63,,-0.366,-0.37
113,House,21362,49,20,TX,100,0,1,"CASTRO, Joaquin",C001091,1974,,-0.398,0.018,-131.15617,0.87592,990,52,,-0.387,0.109
113,House,21363,49,23,TX,100,0,1,"GALLEGO, Pete P.",G000572,1961,,-0.216,0.378,-264.29562,0.769,1004,120,,-0.206,0.332
113,House,21364,49,25,TX,200,0,1,"WILLIAMS, Roger",W000816,1949,,0.602,0.138,-84.7935,0.91719,981,28,,0.596,0.153
113,House,21365,49,33,TX,100,0,1,"VEASEY, Marc",V000131,1971,,-0.407,0.297,-144.19536,0.8672,1012,75,,-0.423,0.287
113,House,21366,49,34,TX,100,0,1,"VELA, Filemon",V000132,1963,,-0.312,0.431,-243.23898,0.78293,994,122,,-0.288,0.434
113,House,29143,49,3,TX,200,0,1,"JOHNSON, Sam",J000174,1930,,0.609,0.283,-100.75303,0.90125,969,35,,0.568,0.241
113,House,29570,49,36,TX,200,0,1,"STOCKMAN, Steve",S000937,1956,,0.899,-0.438,-262.14185,0.763,969,125,,0.919,-0.395
113,House,29571,49,35,TX,100,0,1,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.305,-141.50719,0.86902,1008,60,,-0.38,-0.356
113,House,29572,49,13,TX,200,0,1,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.529,0.307,-92.98198,0.91279,1019,29,,0.538,0.655
113,House,29573,49,18,TX,100,0,1,"JACKSON LEE, Sheila",J000032,1950,,-0.458,0.132,-148.90392,0.85507,951,64,,-0.449,0.184
113,House,29759,49,32,TX,200,0,1,"SESSIONS, Pete",S000250,1955,,0.586,0.171,-97.77538,0.9079,1012,30,,0.536,0.303
113,House,29760,49,8,TX,200,0,1,"BRADY, Kevin Patrick",B000755,1955,,0.518,0.213,-98.87171,0.9044,984,39,,0.556,0.432
113,House,29762,49,12,TX,200,0,1,"GRANGER, Kay",G000377,1943,,0.392,0.229,-102.38851,0.90041,976,38,,0.426,0.596
113,House,29763,49,15,TX,100,0,1,"HINOJOSA, Rubén",H000636,1940,,-0.34,0.235,-216.47853,0.785,894,88,,-0.369,0.19
113,House,39304,49,29,TX,100,0,1,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.323,0.452,-365.34379,0.68775,976,184,,-0.295,0.391
113,House,39305,49,30,TX,100,0,1,"JOHNSON, Eddie Bernice",J000126,1935,,-0.486,0.206,-140.26309,0.86876,997,65,,-0.521,0.247
113,House,94828,49,4,TX,200,0,1,"HALL, Ralph Moody",H000067,1923,,0.424,0.308,-144.72884,0.859,954,67,,0.478,0.153
113,House,20140,67,4,UT,100,0,1,"MATHESON, James David (Jim)",M001142,1960,,-0.115,0.546,-545.10044,0.584,1012,238,,-0.085,0.395
113,House,20357,67,1,UT,200,0,1,"BISHOP, Robert (Rob)",B001250,1951,,0.53,0.121,-133.63303,0.87118,969,52,,0.609,0.251
113,House,20949,67,3,UT,200,0,1,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-152.13576,0.85231,952,75,,0.598,-0.157
113,House,21367,67,2,UT,200,0,1,"STEWART, Chris",S001192,1960,,0.521,0.123,-142.28669,0.86725,999,55,,0.479,0.127
113,House,20750,6,1,VT,100,0,1,"WELCH, Peter",W000800,1947,,-0.408,-0.333,-143.83584,0.86763,1013,57,,-0.414,-0.348
